county_name,state_name,total_population,bachelor_degree_or_higher,percent_bachelor_degree_or_higher
Benewah County,Idaho,7064,1399,19.804643261608152
Bingham County,Idaho,30081,6253,20.78720787207872
Blaine County,Idaho,17925,8161,45.52859135285914
Boise County,Idaho,6374,1909,29.94979604643866
Bonner County,Idaho,37113,10737,28.93056341443699
Bonneville County,Idaho,77930,25104,32.213524958295906
Boundary County,Idaho,8771,1717,19.575875042754532
Butte County,Idaho,1773,245,13.818386914833617
Camas County,Idaho,737,202,27.408412483039346
Canyon County,Idaho,153821,35118,22.830432775758837
Caribou County,Idaho,4580,711,15.524017467248907
Cassia County,Idaho,14977,3130,20.898711357414705
Clark County,Idaho,474,82,17.29957805907173
Clearwater County,Idaho,7090,1379,19.449929478138223
Custer County,Idaho,3691,930,25.19642373340558
Elmore County,Idaho,18474,3917,21.202771462596083
Franklin County,Idaho,8829,1896,21.47468569486918
Fremont County,Idaho,9290,2021,21.754574811625403
Gem County,Idaho,13954,3109,22.280349720510248
Gooding County,Idaho,10123,1726,17.05028153709375
Idaho County,Idaho,12710,2796,21.99842643587726
Jefferson County,Idaho,18730,5091,27.180993059263216
Jerome County,Idaho,15232,2035,13.360031512605042
Kootenai County,Idaho,124748,35877,28.759579311892775
Latah County,Idaho,23666,10626,44.89985633398123
Lemhi County,Idaho,6034,1383,22.92011932383162
Lewis County,Idaho,2657,531,19.984945427173503
Lincoln County,Idaho,3501,407,11.625249928591831
Madison County,Idaho,18038,7273,40.32043463798647
Minidoka County,Idaho,13620,2293,16.835535976505138
Nez Perce County,Idaho,29730,7955,26.757484022872518
Oneida County,Idaho,3033,794,26.178700956149026
Owyhee County,Idaho,8217,1124,13.678958257271509
Payette County,Idaho,17539,3443,19.630537658931523
Power County,Idaho,5008,835,16.673322683706072
Shoshone County,Idaho,9827,1133,11.52945965197924
Teton County,Idaho,8480,4092,48.25471698113207
Twin Falls County,Idaho,59538,13696,23.00379589505862
Valley County,Idaho,9441,3338,35.356424107615716
Washington County,Idaho,7622,1451,19.036998163211756
Adams County,Illinois,45168,12176,26.95713779667021
Alexander County,Illinois,3560,447,12.5561797752809
Bond County,Illinois,11412,2424,21.240799158780234
Boone County,Illinois,35429,8232,23.235202799966128
Brown County,Illinois,4728,713,15.080372250423013
Bureau County,Illinois,23550,5044,21.418259023354565
Calhoun County,Illinois,3135,576,18.373205741626794
Carroll County,Illinois,11498,2088,18.159679944338144
Cass County,Illinois,8690,1736,19.97698504027618
Champaign County,Illinois,120523,56112,46.5570886884661
Christian County,Illinois,24383,4035,16.548414879219127
Clark County,Illinois,10790,2619,24.272474513438368
Clay County,Illinois,9218,1436,15.57821653287047
Clinton County,Illinois,26381,6449,24.445623744361473
Coles County,Illinois,30301,8225,27.14431866935085
Cook County,Illinois,3631086,1523193,41.948689730840854
Crawford County,Illinois,13557,2798,20.6387843918271
Cumberland County,Illinois,7241,1347,18.6024029830134
DeKalb County,Illinois,60315,19705,32.670148387631606
De Witt County,Illinois,11039,2359,21.36968928344959
Douglas County,Illinois,13264,2679,20.197527141133897
DuPage County,Illinois,642776,330688,51.44684929119943
Edgar County,Illinois,12266,2471,20.145116582422958
Edwards County,Illinois,4318,601,13.918480778138026
Effingham County,Illinois,23715,6166,26.000421674045963
Fayette County,Illinois,15113,2511,16.61483491034209
Ford County,Illinois,9296,1807,19.43846815834768
Franklin County,Illinois,26543,4545,17.123158648231172
Fulton County,Illinois,24287,4284,17.63906616708527
Gallatin County,Illinois,3593,550,15.307542443640413
Greene County,Illinois,8444,1379,16.33112269066793
Grundy County,Illinois,35218,8531,24.2234084842978
Hamilton County,Illinois,5630,1041,18.490230905861456
Hancock County,Illinois,12581,3043,24.187266512995787
Hardin County,Illinois,2980,363,12.181208053691275
Henderson County,Illinois,4725,909,19.238095238095237
Henry County,Illinois,34846,8482,24.34138782069678
Iroquois County,Illinois,18899,3162,16.731043970580455
Jackson County,Illinois,31804,11148,35.05219469249151
Jasper County,Illinois,6491,1335,20.566938838391618
Jefferson County,Illinois,25842,4748,18.37319092949462
Jersey County,Illinois,14975,3071,20.50751252086811
Jo Daviess County,Illinois,16571,4766,28.761088648844368
Johnson County,Illinois,9690,1823,18.813209494324045
Kane County,Illinois,343837,128867,37.479096199652744
Kankakee County,Illinois,71806,14636,20.382697824694315
Kendall County,Illinois,86748,31615,36.444644256928115
Knox County,Illinois,34534,7009,20.29594023281404
Lake County,Illinois,471460,221369,46.95393034403767
LaSalle County,Illinois,77256,14483,18.746764005384694
Lawrence County,Illinois,11050,1613,14.597285067873303
Lee County,Illinois,25024,4843,19.35342071611253
Livingston County,Illinois,25169,4649,18.471135126544556
Logan County,Illinois,19594,3893,19.868327038889454
McDonough County,Illinois,16721,5318,31.804317923569165
McHenry County,Illinois,214389,75446,35.19117118882032
McLean County,Illinois,105692,49542,46.87393558642092
Macon County,Illinois,70727,17064,24.12657118215109
Macoupin County,Illinois,31954,6000,18.776991925893473
Madison County,Illinois,184485,56792,30.7840745860097
Marion County,Illinois,25842,4468,17.28968346103243
Marshall County,Illinois,8499,1591,18.71984939404636
Mason County,Illinois,9344,1595,17.069777397260275
Massac County,Illinois,10097,1643,16.272160047538872
Menard County,Illinois,8605,2277,26.461359674607788
Mercer County,Illinois,11152,2111,18.929340028694405
Monroe County,Illinois,24896,9518,38.2310411311054
Montgomery County,Illinois,20431,3719,18.20273114385003
Morgan County,Illinois,23040,5359,23.25954861111111
Moultrie County,Illinois,9726,1827,18.78470080197409
Ogle County,Illinois,35938,8640,24.04140464132673
Peoria County,Illinois,121082,41733,34.46672502931897
Perry County,Illinois,15089,1850,12.260587182715886
Piatt County,Illinois,11909,3797,31.883449491980855
Pike County,Illinois,10208,1923,18.838166144200628
Pope County,Illinois,2867,483,16.846878269968606
Pulaski County,Illinois,3549,423,11.918850380388841
Putnam County,Illinois,4132,1015,24.56437560503388
Randolph County,Illinois,21808,3099,14.210381511371972
Richland County,Illinois,10921,2060,18.862741507187984
Rock Island County,Illinois,98209,23633,24.063985989064136
St. Clair County,Illinois,174733,53719,30.743477190914138
Saline County,Illinois,17030,3446,20.2348796241926
Sangamon County,Illinois,136763,48031,35.11987891461872
Schuyler County,Illinois,5283,1000,18.92863903085368
Scott County,Illinois,3433,763,22.22545878240606
Shelby County,Illinois,15070,2651,17.59124087591241
Stark County,Illinois,3788,730,19.271383315733896
Stephenson County,Illinois,31405,6825,21.732208247094412
Tazewell County,Illinois,91921,26063,28.353695020724317
Union County,Illinois,12218,2553,20.89540022917008
Vermilion County,Illinois,50262,8159,16.2329393975568
Wabash County,Illinois,7796,1458,18.70189840944074
Warren County,Illinois,10835,2387,22.030456852791875
Washington County,Illinois,9843,2402,24.403129127298588
Wayne County,Illinois,11284,1829,16.208791208791208
White County,Illinois,9877,1474,14.923559785359927
Whiteside County,Illinois,38820,7792,20.07212776919114
Will County,Illinois,467561,170466,36.45855834853634
Williamson County,Illinois,48031,13188,27.457267181611876
Winnebago County,Illinois,193089,47492,24.59591172982407
Woodford County,Illinois,25904,9346,36.079369981470045
Adams County,Indiana,21547,3282,15.231818814684178
Allen County,Indiana,254538,79250,31.134840377468198
Bartholomew County,Indiana,56045,19829,35.3804978142564
Benton County,Indiana,5887,1107,18.804144725666724
Blackford County,Indiana,8405,1134,13.491969066032125
Boone County,Indiana,48583,24528,50.48679579276701
Brown County,Indiana,12067,3135,25.979945305378305
Carroll County,Indiana,14426,2232,15.472064328296131
Cass County,Indiana,26035,4072,15.640483963894757
Clark County,Indiana,85867,21863,25.461469481873127
Clay County,Indiana,18421,3133,17.007762879322513
Clinton County,Indiana,21295,3559,16.712843390467246
Crawford County,Indiana,7555,842,11.14493712772998
Daviess County,Indiana,20860,3152,15.11025886864813
Dearborn County,Indiana,35645,9281,26.037312386028894
Decatur County,Indiana,18061,3626,20.07640772936161
DeKalb County,Indiana,29547,5951,20.140792635462144
Delaware County,Indiana,70205,18036,25.690477886190443
Dubois County,Indiana,29715,7224,24.31095406360424
Elkhart County,Indiana,130799,25809,19.731802230903906
Fayette County,Indiana,16313,2682,16.440875375467417
Floyd County,Indiana,55765,17459,31.308168205863897
Fountain County,Indiana,11642,1592,13.674626352860333
Franklin County,Indiana,16026,3123,19.48708348932984
Fulton County,Indiana,14101,2290,16.239982979930502
Gibson County,Indiana,22516,4275,18.986498489962695
Grant County,Indiana,43672,8901,20.381480124564938
Greene County,Indiana,21959,3214,14.636367776310397
Hamilton County,Indiana,236653,146333,61.83441579020761
Hancock County,Indiana,56839,19437,34.19659036928869
Harrison County,Indiana,28144,6194,22.00824332006822
Hendricks County,Indiana,121013,47902,39.58417690661334
Henry County,Indiana,34983,5841,16.69668124517623
Howard County,Indiana,57874,11563,19.97961087880568
Huntington County,Indiana,25374,5865,23.1142113974935
Jackson County,Indiana,30975,6280,20.274414850686036
Jasper County,Indiana,22906,4142,18.082598445822054
Jay County,Indiana,13424,1703,12.686233611442194
Jefferson County,Indiana,23223,4204,18.102742970331136
Jennings County,Indiana,19067,2598,13.625635915456025
Johnson County,Indiana,110384,36774,33.31461081316133
Knox County,Indiana,24242,4312,17.787311277947364
Kosciusko County,Indiana,54106,13323,24.623886445126235
LaGrange County,Indiana,23817,2642,11.092916824117227
Lake County,Indiana,340958,84885,24.89602824981376
LaPorte County,Indiana,79182,17189,21.708216513854158
Lawrence County,Indiana,32024,6555,20.469023232575566
Madison County,Indiana,91933,18433,20.050471539055618
Marion County,Indiana,636689,216864,34.06121355952435
Marshall County,Indiana,31013,6342,20.449488923999613
Martin County,Indiana,6857,902,13.154440717514948
Miami County,Indiana,25154,4053,16.112745487795184
Monroe County,Indiana,83104,40821,49.12037928378899
Montgomery County,Indiana,25980,5076,19.53810623556582
Morgan County,Indiana,50551,10394,20.56141322624676
Newton County,Indiana,9972,1363,13.668271159245887
Noble County,Indiana,31961,5682,17.77791683614405
Ohio County,Indiana,4400,834,18.954545454545453
Orange County,Indiana,13762,2091,15.194012498183405
Owen County,Indiana,15640,2658,16.994884910485933
Parke County,Indiana,11539,1640,14.21267007539648
Perry County,Indiana,13773,2270,16.481521818049806
Pike County,Indiana,8573,1348,15.723783972938293
Porter County,Indiana,121250,36473,30.080824742268042
Posey County,Indiana,17922,4530,25.2761968530298
Pulaski County,Indiana,8723,1191,13.6535595551989
Putnam County,Indiana,25354,5041,19.88246430543504
Randolph County,Indiana,17027,2453,14.406530804017148
Ripley County,Indiana,19837,3840,19.35776579119827
Rush County,Indiana,11778,1974,16.760061130922058
St. Joseph County,Indiana,178054,58089,32.62437238141238
Scott County,Indiana,17015,2104,12.365559800176316
Shelby County,Indiana,31620,6140,19.41808981657179
Spencer County,Indiana,14159,3008,21.244438166537186
Starke County,Indiana,16301,2047,12.557511809091467
Steuben County,Indiana,23765,5864,24.674942141805175
Sullivan County,Indiana,15137,2163,14.289489330778887
Switzerland County,Indiana,6833,683,9.995609541928875
Tippecanoe County,Indiana,104717,41954,40.06417296141028
Tipton County,Indiana,11032,2745,24.882160986221898
Union County,Indiana,5029,1035,20.580632332471666
Vanderburgh County,Indiana,123516,33451,27.082321318695552
Vermillion County,Indiana,10847,1865,17.193694108970224
Vigo County,Indiana,68419,17701,25.871468451745862
Wabash County,Indiana,21633,4673,21.601257338325706
Warren County,Indiana,6040,1041,17.235099337748345
Warrick County,Indiana,44769,15894,35.50224485693225
Washington County,Indiana,19645,2715,13.820310511580555
Wayne County,Indiana,45311,9160,20.215841627860783
Wells County,Indiana,19072,3597,18.860109060402685
White County,Indiana,16984,3111,18.31723975506359
Whitley County,Indiana,23929,5450,22.775711479794392
Adair County,Iowa,5257,1052,20.011413353623738
Adams County,Iowa,2653,649,24.46287222012816
Allamakee County,Iowa,9670,1920,19.855222337125127
Appanoose County,Iowa,8795,1701,19.340534394542352
Audubon County,Iowa,4039,833,20.623916811091856
Benton County,Iowa,17950,4475,24.930362116991645
Black Hawk County,Iowa,83097,25043,30.137068726909515
Boone County,Iowa,19102,5489,28.73521097267302
Bremer County,Iowa,16576,5839,35.22562741312741
Buchanan County,Iowa,13871,3096,22.319948093143967
Buena Vista County,Iowa,13072,2885,22.070073439412486
Butler County,Iowa,10122,2069,20.440624382533095
Calhoun County,Iowa,7062,1518,21.49532710280374
Carroll County,Iowa,14049,3287,23.396683037938644
Cass County,Iowa,9204,1985,21.56671012603216
Cedar County,Iowa,13231,2842,21.47985790945507
Cerro Gordo County,Iowa,30637,7434,24.264777882951986
Cherokee County,Iowa,8326,1801,21.631035311073745
Chickasaw County,Iowa,8184,1562,19.086021505376344
Clarke County,Iowa,6418,1028,16.017450919289498
Clay County,Iowa,11387,2965,26.03846491613243
Clayton County,Iowa,12216,1923,15.74165029469548
Clinton County,Iowa,32227,7122,22.09948180097434
Crawford County,Iowa,10627,1941,18.264797214641952
Dallas County,Iowa,68556,35393,51.62640760837856
Davis County,Iowa,5708,1006,17.624386825508058
Decatur County,Iowa,4769,1157,24.260851331516044
Delaware County,Iowa,12179,2404,19.73889481895065
Des Moines County,Iowa,26955,6425,23.83602300129846
Dickinson County,Iowa,13324,4305,32.310117081957365
Dubuque County,Iowa,66561,21875,32.86459037574556
Emmet County,Iowa,6593,1032,15.652965266191416
Fayette County,Iowa,13563,2467,18.18919118189191
Floyd County,Iowa,10839,2005,18.498016422179166
Franklin County,Iowa,6812,1242,18.232530827950676
Fremont County,Iowa,4705,995,21.14771519659936
Greene County,Iowa,6232,1234,19.801026957637998
Grundy County,Iowa,8589,2121,24.69437652811736
Guthrie County,Iowa,7681,1864,24.267673480015624
Hamilton County,Iowa,10460,2298,21.96940726577438
Hancock County,Iowa,7690,1644,21.378413524057216
Hardin County,Iowa,12212,2588,21.19226989846053
Harrison County,Iowa,10203,2166,21.22905027932961
Henry County,Iowa,13830,3116,22.530730296456976
Howard County,Iowa,6354,1189,18.71262197041234
Humboldt County,Iowa,6649,1281,19.26605504587156
Ida County,Iowa,4716,976,20.69550466497031
Iowa County,Iowa,11605,2814,24.248168892718656
Jackson County,Iowa,13782,2530,18.357277608474824
Jasper County,Iowa,26635,5304,19.913647456354422
Jefferson County,Iowa,11763,4897,41.630536427782026
Johnson County,Iowa,92295,50364,54.56850316918577
Jones County,Iowa,15028,3118,20.747937183923344
Keokuk County,Iowa,6975,1108,15.885304659498209
Kossuth County,Iowa,10381,2300,22.15586167035931
Lee County,Iowa,23746,4996,21.03933294028468
Linn County,Iowa,156613,54553,34.8329959837306
Louisa County,Iowa,7503,1235,16.460082633613222
Lucas County,Iowa,6099,883,14.477783243154615
Lyon County,Iowa,7733,1606,20.76813655761024
Madison County,Iowa,11414,2910,25.49500613281934
Mahaska County,Iowa,14622,3363,22.999589659417317
Marion County,Iowa,22346,7389,33.066320594289806
Marshall County,Iowa,26521,5688,21.4471550846499
Mills County,Iowa,10216,3274,32.04776820673453
Mitchell County,Iowa,7234,1643,22.71219242466132
